TransactionID,CustomerID,ProductID,Quantity,TotalValue,Price_x,CustomerName,Region,SignupDate,SignupYear,SignupMonth,SignupDay,ProductName,Category,Price_y,Transaction_Year,Transaction_Month,Transaction_Day
T00565,C0156,P007,2,840.3,420.15,William Adams,North America,2023-08-19,2023,8,19,SoundWave Cookbook,Books,420.15,2024,12,15
T00741,C0079,P007,2,840.3,420.15,Brian Murillo,North America,2022-02-02,2022,2,2,SoundWave Cookbook,Books,420.15,2024,2,22
T00945,C0193,P007,3,1260.45,420.15,Douglas Torres,Asia,2023-02-03,2023,2,3,SoundWave Cookbook,Books,420.15,2024,5,22
T00021,C0145,P038,2,294.44,147.22,Wayne Stone,Asia,2023-01-13,2023,1,13,TechPro Vase,Home Decor,147.22,2024,1,11
T00032,C0109,P038,4,588.88,147.22,Abigail Jones,North America,2022-05-09,2022,5,9,TechPro Vase,Home Decor,147.22,2024,11,7
T00251,C0004,P038,3,441.66,147.22,Kathleen Rodriguez,South America,2022-10-09,2022,10,9,TechPro Vase,Home Decor,147.22,2024,8,3
T00323,C0082,P038,4,588.88,147.22,Aimee Taylor,South America,2022-05-13,2022,5,13,TechPro Vase,Home Decor,147.22,2024,9,22
T00374,C0181,P038,2,294.44,147.22,Alexander Barker,South America,2023-11-16,2023,11,16,TechPro Vase,Home Decor,147.22,2024,12,27
T00432,C0065,P038,3,441.66,147.22,Gerald Hines,North America,2024-07-10,2024,7,10,TechPro Vase,Home Decor,147.22,2024,12,13
T00434,C0025,P038,4,588.88,147.22,Gregory Odom,South America,2022-07-04,2022,7,4,TechPro Vase,Home Decor,147.22,2024,5,9
T00726,C0111,P038,1,147.22,147.22,Roger David,Europe,2024-11-13,2024,11,13,TechPro Vase,Home Decor,147.22,2024,12,12
T00728,C0160,P038,1,147.22,147.22,Jodi Cook,North America,2022-04-05,2022,4,5,TechPro Vase,Home Decor,147.22,2024,2,8
T00785,C0159,P038,1,147.22,147.22,Austin Miller,Asia,2022-08-06,2022,8,6,TechPro Vase,Home Decor,147.22,2024,3,26
T00814,C0093,P038,1,147.22,147.22,Nancy Walker,Asia,2024-07-13,2024,7,13,TechPro Vase,Home Decor,147.22,2024,9,8
T00863,C0008,P038,1,147.22,147.22,David Li,North America,2024-01-13,2024,1,13,TechPro Vase,Home Decor,147.22,2024,11,8
T00913,C0117,P038,1,147.22,147.22,Jeffrey Mcmahon,North America,2024-11-22,2024,11,22,TechPro Vase,Home Decor,147.22,2024,2,8
T00022,C0061,P085,3,1249.05,416.35,Brandon Escobar,Europe,2023-03-06,2023,3,6,BookWorld Biography,Books,416.35,2024,8,19
T00052,C0090,P085,3,1249.05,416.35,Charles Hamilton,Asia,2023-10-17,2023,10,17,BookWorld Biography,Books,416.35,2024,2,25
T00330,C0028,P085,3,1249.05,416.35,Jennifer Pena,Asia,2024-06-29,2024,6,29,BookWorld Biography,Books,416.35,2024,5,15
T00401,C0189,P085,3,1249.05,416.35,Sherri Dixon,North America,2024-01-22,2024,1,22,BookWorld Biography,Books,416.35,2024,11,11
T00435,C0037,P085,4,1665.4,416.35,Linda Smith,Europe,2023-02-04,2023,2,4,BookWorld Biography,Books,416.35,2024,5,16
T00475,C0145,P085,2,832.7,416.35,Wayne Stone,Asia,2023-01-13,2023,1,13,BookWorld Biography,Books,416.35,2024,9,28
T00504,C0021,P085,1,416.35,416.35,Robert Blanchard,Asia,2023-04-17,2023,4,17,BookWorld Biography,Books,416.35,2024,4,5
T00829,C0099,P085,4,1665.4,416.35,Rodney Eaton,South America,2023-01-29,2023,1,29,BookWorld Biography,Books,416.35,2024,12,23
T00023,C0012,P061,4,627.84,156.96,Kevin May,South America,2024-08-07,2024,8,7,HomeSense Desk Lamp,Home Decor,156.96,2024,6,18
T00128,C0167,P061,3,470.88,156.96,Brandy Welch,Europe,2024-01-27,2024,1,27,HomeSense Desk Lamp,Home Decor,156.96,2024,10,1
T00361,C0052,P061,4,627.84,156.96,Stanley Aguirre,South America,2024-02-20,2024,2,20,HomeSense Desk Lamp,Home Decor,156.96,2024,9,1
T00403,C0114,P061,4,627.84,156.96,Benjamin Anderson,Europe,2024-11-18,2024,11,18,HomeSense Desk Lamp,Home Decor,156.96,2024,2,21
T00422,C0163,P061,3,470.88,156.96,Tiffany Cain,South America,2023-06-08,2023,6,8,HomeSense Desk Lamp,Home Decor,156.96,2024,5,11
T00458,C0102,P061,1,156.96,156.96,Michael Atkinson,South America,2022-09-16,2022,9,16,HomeSense Desk Lamp,Home Decor,156.96,2024,6,25
T00476,C0119,P061,1,156.96,156.96,David Armstrong,Europe,2023-11-13,2023,11,13,HomeSense Desk Lamp,Home Decor,156.96,2024,2,7
T00553,C0038,P061,1,156.96,156.96,Jeffrey Perkins,North America,2022-04-16,2022,4,16,HomeSense Desk Lamp,Home Decor,156.96,2024,12,12
T00655,C0182,P061,4,627.84,156.96,Joshua Preston,Europe,2024-12-28,2024,12,28,HomeSense Desk Lamp,Home Decor,156.96,2024,4,28
T00696,C0065,P061,3,470.88,156.96,Gerald Hines,North America,2024-07-10,2024,7,10,HomeSense Desk Lamp,Home Decor,156.96,2024,3,5
T00731,C0200,P061,4,627.84,156.96,Kelly Cross,Asia,2023-06-11,2023,6,11,HomeSense Desk Lamp,Home Decor,156.96,2024,7,15
T00791,C0052,P061,2,313.92,156.96,Stanley Aguirre,South America,2024-02-20,2024,2,20,HomeSense Desk Lamp,Home Decor,156.96,2024,1,9
T00795,C0178,P061,1,156.96,156.96,Carol Williams,Asia,2023-11-19,2023,11,19,HomeSense Desk Lamp,Home Decor,156.96,2024,12,21
T00834,C0090,P061,3,470.88,156.96,Charles Hamilton,Asia,2023-10-17,2023,10,17,HomeSense Desk Lamp,Home Decor,156.96,2024,5,16
T00840,C0018,P061,3,470.88,156.96,Tyler Haynes,North America,2024-09-21,2024,9,21,HomeSense Desk Lamp,Home Decor,156.96,2024,3,28
T00869,C0081,P061,2,313.92,156.96,Kimberly Turner,Europe,2024-02-24,2024,2,24,HomeSense Desk Lamp,Home Decor,156.96,2023,12,30
T00024,C0006,P084,3,1013.73,337.91,Brittany Palmer,South America,2024-01-07,2024,1,7,ActiveWear Wall Art,Home Decor,337.91,2024,6,13
T00100,C0197,P084,3,1013.73,337.91,Christina Harvey,Europe,2023-03-21,2023,3,21,ActiveWear Wall Art,Home Decor,337.91,2024,5,8
T00202,C0100,P084,1,337.91,337.91,Clinton Gomez,Europe,2023-03-16,2023,3,16,ActiveWear Wall Art,Home Decor,337.91,2024,1,31
T00235,C0116,P084,2,675.82,337.91,James Martinez,North America,2024-09-11,2024,9,11,ActiveWear Wall Art,Home Decor,337.91,2024,1,31
T00265,C0122,P084,1,337.91,337.91,Corey Ruiz,North America,2022-05-06,2022,5,6,ActiveWear Wall Art,Home Decor,337.91,2024,3,19
T00346,C0149,P084,4,1351.64,337.91,Tina Wilson,Europe,2023-01-21,2023,1,21,ActiveWear Wall Art,Home Decor,337.91,2024,4,9
T00444,C0127,P084,1,337.91,337.91,Kathryn Stevens,Europe,2024-04-04,2024,4,4,ActiveWear Wall Art,Home Decor,337.91,2024,2,8
T00752,C0178,P084,4,1351.64,337.91,Carol Williams,Asia,2023-11-19,2023,11,19,ActiveWear Wall Art,Home Decor,337.91,2024,4,25
T00753,C0075,P084,4,1351.64,337.91,Misty Higgins,Europe,2023-05-01,2023,5,1,ActiveWear Wall Art,Home Decor,337.91,2024,12,6
T00862,C0106,P084,2,675.82,337.91,Amanda Mcguire,Asia,2022-09-22,2022,9,22,ActiveWear Wall Art,Home Decor,337.91,2024,5,6
T00940,C0059,P084,4,1351.64,337.91,Mrs. Kimberly Wright,North America,2024-04-07,2024,4,7,ActiveWear Wall Art,Home Decor,337.91,2024,9,14
T00958,C0026,P084,3,1013.73,337.91,Sara Miller,North America,2024-05-03,2024,5,3,ActiveWear Wall Art,Home Decor,337.91,2024,10,7
T00990,C0195,P084,2,675.82,337.91,Jeremy Mclaughlin,South America,2024-09-17,2024,9,17,ActiveWear Wall Art,Home Decor,337.91,2024,8,18
T00025,C0027,P003,4,176.48,44.12,Justin Heath,Asia,2022-11-09,2022,11,9,ComfortLiving Biography,Books,44.12,2024,10,11
T00102,C0153,P003,2,88.24,44.12,Justin Smith,South America,2022-03-20,2022,3,20,ComfortLiving Biography,Books,44.12,2024,7,20
T00242,C0178,P003,1,44.12,44.12,Carol Williams,Asia,2023-11-19,2023,11,19,ComfortLiving Biography,Books,44.12,2024,10,8
T00381,C0109,P003,4,176.48,44.12,Abigail Jones,North America,2022-05-09,2022,5,9,ComfortLiving Biography,Books,44.12,2024,8,16
T00430,C0135,P003,2,88.24,44.12,Toni Weaver,Europe,2022-08-23,2022,8,23,ComfortLiving Biography,Books,44.12,2024,5,16
T00574,C0172,P003,1,44.12,44.12,Jamie Webb,Europe,2024-09-09,2024,9,9,ComfortLiving Biography,Books,44.12,2024,7,23
T00600,C0101,P003,3,132.36,44.12,Kelsey Roberts,Asia,2023-09-30,2023,9,30,ComfortLiving Biography,Books,44.12,2024,1,2
T00633,C0137,P003,3,132.36,44.12,Robert Gardner,South America,2024-04-09,2024,4,9,ComfortLiving Biography,Books,44.12,2024,3,20
T00686,C0012,P003,4,176.48,44.12,Kevin May,South America,2024-08-07,2024,8,7,ComfortLiving Biography,Books,44.12,2024,5,12
T00826,C0169,P003,2,88.24,44.12,Jennifer Shaw,South America,2023-04-13,2023,4,13,ComfortLiving Biography,Books,44.12,2024,7,20
T00914,C0094,P003,2,88.24,44.12,Emily Trevino,North America,2023-09-16,2023,9,16,ComfortLiving Biography,Books,44.12,2024,3,10
T00991,C0111,P003,3,132.36,44.12,Roger David,Europe,2024-11-13,2024,11,13,ComfortLiving Biography,Books,44.12,2024,1,26
T00026,C0136,P051,3,195.48,65.16,Kristen Holder,Asia,2024-03-14,2024,3,14,ComfortLiving Desk Lamp,Home Decor,65.16,2024,2,1
T00044,C0046,P051,3,195.48,65.16,Beth Cardenas,North America,2024-10-23,2024,10,23,ComfortLiving Desk Lamp,Home Decor,65.16,2024,3,9
T00079,C0147,P051,1,65.16,65.16,Hunter Fuller,South America,2022-05-16,2022,5,16,ComfortLiving Desk Lamp,Home Decor,65.16,2024,5,9
T00169,C0152,P051,1,65.16,65.16,Justin Evans,South America,2022-04-19,2022,4,19,ComfortLiving Desk Lamp,Home Decor,65.16,2024,6,9
T00297,C0131,P051,3,195.48,65.16,Scott Wilson,North America,2022-06-05,2022,6,5,ComfortLiving Desk Lamp,Home Decor,65.16,2024,1,18
T00386,C0116,P051,4,260.64,65.16,James Martinez,North America,2024-09-11,2024,9,11,ComfortLiving Desk Lamp,Home Decor,65.16,2024,9,3
T00590,C0157,P051,2,130.32,65.16,Miguel Wong,North America,2024-01-30,2024,1,30,ComfortLiving Desk Lamp,Home Decor,65.16,2024,5,4
T00607,C0175,P051,4,260.64,65.16,Matthew Johnson,Asia,2022-04-16,2022,4,16,ComfortLiving Desk Lamp,Home Decor,65.16,2024,10,4
T00856,C0043,P051,2,130.32,65.16,Sandy Short MD,Asia,2023-02-05,2023,2,5,ComfortLiving Desk Lamp,Home Decor,65.16,2024,9,19
T00957,C0076,P051,3,195.48,65.16,Emily Roberts,South America,2024-02-11,2024,2,11,ComfortLiving Desk Lamp,Home Decor,65.16,2024,2,21
T00027,C0124,P086,2,881.4,440.7,Lindsay Perez,Europe,2024-08-26,2024,8,26,SoundWave Novel,Books,440.7,2024,3,30
T00069,C0021,P086,4,1762.8,440.7,Robert Blanchard,Asia,2023-04-17,2023,4,17,SoundWave Novel,Books,440.7,2024,1,13
T00193,C0041,P086,4,1762.8,440.7,Lindsey Deleon,Europe,2023-12-27,2023,12,27,SoundWave Novel,Books,440.7,2024,6,10
T00420,C0057,P086,4,1762.8,440.7,Elizabeth Nguyen,Europe,2024-07-27,2024,7,27,SoundWave Novel,Books,440.7,2024,7,31
T00493,C0126,P086,4,1762.8,440.7,Caitlin Brown,South America,2024-02-20,2024,2,20,SoundWave Novel,Books,440.7,2024,11,28
T00587,C0165,P086,4,1762.8,440.7,Juan Mcdaniel,South America,2022-04-09,2022,4,9,SoundWave Novel,Books,440.7,2024,8,9
T00691,C0171,P086,3,1322.1,440.7,Michael Cowan,South America,2022-12-16,2022,12,16,SoundWave Novel,Books,440.7,2024,1,13
T00813,C0006,P086,3,1322.1,440.7,Brittany Palmer,South America,2024-01-07,2024,1,7,SoundWave Novel,Books,440.7,2024,10,7
T00896,C0093,P086,1,440.7,440.7,Nancy Walker,Asia,2024-07-13,2024,7,13,SoundWave Novel,Books,440.7,2024,3,26
T00028,C0106,P047,2,318.66,159.33,Amanda Mcguire,Asia,2022-09-22,2022,9,22,ComfortLiving Cookware Set,Home Decor,159.33,2024,11,27
T00047,C0136,P047,4,637.32,159.33,Kristen Holder,Asia,2024-03-14,2024,3,14,ComfortLiving Cookware Set,Home Decor,159.33,2024,4,23
T00107,C0175,P047,3,477.99,159.33,Matthew Johnson,Asia,2022-04-16,2022,4,16,ComfortLiving Cookware Set,Home Decor,159.33,2024,9,25
T00197,C0075,P047,4,637.32,159.33,Misty Higgins,Europe,2023-05-01,2023,5,1,ComfortLiving Cookware Set,Home Decor,159.33,2024,2,21
T00352,C0046,P047,2,318.66,159.33,Beth Cardenas,North America,2024-10-23,2024,10,23,ComfortLiving Cookware Set,Home Decor,159.33,2024,9,9
T00443,C0128,P047,2,318.66,159.33,Henry Leach,Asia,2023-05-29,2023,5,29,ComfortLiving Cookware Set,Home Decor,159.33,2024,5,26
T00524,C0014,P047,2,318.66,159.33,Deborah Wilcox,Europe,2024-06-22,2024,6,22,ComfortLiving Cookware Set,Home Decor,159.33,2024,1,17
T00531,C0022,P047,1,159.33,159.33,Teresa Esparza,Asia,2023-10-27,2023,10,27,ComfortLiving Cookware Set,Home Decor,159.33,2024,7,10
T00539,C0159,P047,4,637.32,159.33,Austin Miller,Asia,2022-08-06,2022,8,6,ComfortLiving Cookware Set,Home Decor,159.33,2024,12,13
T00897,C0195,P047,3,477.99,159.33,Jeremy Mclaughlin,South America,2024-09-17,2024,9,17,ComfortLiving Cookware Set,Home Decor,159.33,2024,4,30
T00029,C0193,P068,3,1341.69,447.23,Douglas Torres,Asia,2023-02-03,2023,2,3,TechPro Novel,Books,447.23,2024,2,12
T00071,C0059,P068,1,447.23,447.23,Mrs. Kimberly Wright,North America,2024-04-07,2024,4,7,TechPro Novel,Books,447.23,2024,10,24
T00118,C0082,P068,3,1341.69,447.23,Aimee Taylor,South America,2022-05-13,2022,5,13,TechPro Novel,Books,447.23,2024,11,30
T00156,C0081,P068,1,447.23,447.23,Kimberly Turner,Europe,2024-02-24,2024,2,24,TechPro Novel,Books,447.23,2024,11,8
T00199,C0160,P068,1,447.23,447.23,Jodi Cook,North America,2022-04-05,2022,4,5,TechPro Novel,Books,447.23,2024,1,7
T00287,C0165,P068,4,1788.92,447.23,Juan Mcdaniel,South America,2022-04-09,2022,4,9,TechPro Novel,Books,447.23,2024,12,26
T00308,C0139,P068,2,894.46,447.23,Ricky Gutierrez,North America,2022-03-14,2022,3,14,TechPro Novel,Books,447.23,2024,9,29
T00425,C0008,P068,1,447.23,447.23,David Li,North America,2024-01-13,2024,1,13,TechPro Novel,Books,447.23,2024,8,1
T00447,C0035,P068,3,1341.69,447.23,Brianna Richardson,North America,2024-10-01,2024,10,1,TechPro Novel,Books,447.23,2024,9,30
T00450,C0104,P068,1,447.23,447.23,Laura Bennett,South America,2022-02-10,2022,2,10,TechPro Novel,Books,447.23,2024,8,23
T00833,C0187,P068,3,1341.69,447.23,Kayla Kelly,South America,2024-08-02,2024,8,2,TechPro Novel,Books,447.23,2024,1,9
T00030,C0185,P092,3,1167.6,389.2,Kathleen Logan,North America,2023-10-17,2023,10,17,BookWorld Running Shoes,Clothing,389.2,2024,8,20
T00340,C0098,P092,2,778.4,389.2,Laura Gilbert,North America,2024-10-21,2024,10,21,BookWorld Running Shoes,Clothing,389.2,2024,7,2
T00410,C0042,P092,4,1556.8,389.2,Heather Riley,North America,2023-03-15,2023,3,15,BookWorld Running Shoes,Clothing,389.2,2024,10,30
T00426,C0026,P092,1,389.2,389.2,Sara Miller,North America,2024-05-03,2024,5,3,BookWorld Running Shoes,Clothing,389.2,2024,3,20
T00439,C0141,P092,4,1556.8,389.2,Paul Parsons,Europe,2023-02-23,2023,2,23,BookWorld Running Shoes,Clothing,389.2,2024,7,1
T00618,C0103,P092,1,389.2,389.2,Jennifer Munoz,Europe,2022-05-15,2022,5,15,BookWorld Running Shoes,Clothing,389.2,2024,3,4
T00652,C0149,P092,4,1556.8,389.2,Tina Wilson,Europe,2023-01-21,2023,1,21,BookWorld Running Shoes,Clothing,389.2,2024,4,27
T00676,C0081,P092,4,1556.8,389.2,Kimberly Turner,Europe,2024-02-24,2024,2,24,BookWorld Running Shoes,Clothing,389.2,2024,9,4
T00678,C0142,P092,3,1167.6,389.2,Nicole Long DVM,Asia,2024-02-08,2024,2,8,BookWorld Running Shoes,Clothing,389.2,2024,12,24
T00031,C0093,P076,3,1287.87,429.29,Nancy Walker,Asia,2024-07-13,2024,7,13,ActiveWear Jeans,Clothing,429.29,2024,8,31
T00106,C0158,P076,4,1717.16,429.29,Wendy Browning,South America,2023-04-12,2023,4,12,ActiveWear Jeans,Clothing,429.29,2024,9,12
T00149,C0093,P076,4,1717.16,429.29,Nancy Walker,Asia,2024-07-13,2024,7,13,ActiveWear Jeans,Clothing,429.29,2024,7,13
T00240,C0113,P076,1,429.29,429.29,Joseph Ortiz Jr.,South America,2022-06-17,2022,6,17,ActiveWear Jeans,Clothing,429.29,2024,1,24
T00487,C0159,P076,3,1287.87,429.29,Austin Miller,Asia,2022-08-06,2022,8,6,ActiveWear Jeans,Clothing,429.29,2024,7,21
T00614,C0042,P076,1,429.29,429.29,Heather Riley,North America,2023-03-15,2023,3,15,ActiveWear Jeans,Clothing,429.29,2024,4,28
T00694,C0188,P076,4,1717.16,429.29,Anna Ball,South America,2022-05-17,2022,5,17,ActiveWear Jeans,Clothing,429.29,2024,6,30
T00709,C0175,P076,1,429.29,429.29,Matthew Johnson,Asia,2022-04-16,2022,4,16,ActiveWear Jeans,Clothing,429.29,2024,9,30
T00754,C0143,P076,3,1287.87,429.29,Brian Parker,Asia,2024-05-27,2024,5,27,ActiveWear Jeans,Clothing,429.29,2024,1,30
T00894,C0155,P076,2,858.58,429.29,Michelle Brown,South America,2023-03-23,2023,3,23,ActiveWear Jeans,Clothing,429.29,2024,9,12
T00033,C0099,P036,2,745.1,372.55,Rodney Eaton,South America,2023-01-29,2023,1,29,BookWorld Jacket,Clothing,372.55,2024,12,17
T00080,C0139,P036,1,372.55,372.55,Ricky Gutierrez,North America,2022-03-14,2022,3,14,BookWorld Jacket,Clothing,372.55,2024,4,9
T00312,C0092,P036,1,372.55,372.55,Jacqueline Zamora,Asia,2024-05-29,2024,5,29,BookWorld Jacket,Clothing,372.55,2024,1,27
T00316,C0141,P036,2,745.1,372.55,Paul Parsons,Europe,2023-02-23,2023,2,23,BookWorld Jacket,Clothing,372.55,2024,12,3
T00376,C0092,P036,4,1490.2,372.55,Jacqueline Zamora,Asia,2024-05-29,2024,5,29,BookWorld Jacket,Clothing,372.55,2024,10,21
T00407,C0067,P036,1,372.55,372.55,Carl Gonzalez,North America,2023-07-06,2023,7,6,BookWorld Jacket,Clothing,372.55,2024,10,17
T00469,C0083,P036,1,372.55,372.55,Christina Stark,South America,2022-04-07,2022,4,7,BookWorld Jacket,Clothing,372.55,2024,4,14
T00517,C0010,P036,3,1117.65,372.55,Aaron Cox,Europe,2022-12-15,2022,12,15,BookWorld Jacket,Clothing,372.55,2024,11,16
T00616,C0101,P036,2,745.1,372.55,Kelsey Roberts,Asia,2023-09-30,2023,9,30,BookWorld Jacket,Clothing,372.55,2024,12,7
T00659,C0013,P036,3,1117.65,372.55,Lauren Buchanan,South America,2024-05-19,2024,5,19,BookWorld Jacket,Clothing,372.55,2024,11,3
T00690,C0029,P036,3,1117.65,372.55,Erin Manning,North America,2022-04-16,2022,4,16,BookWorld Jacket,Clothing,372.55,2024,12,26
T00925,C0093,P036,1,372.55,372.55,Nancy Walker,Asia,2024-07-13,2024,7,13,BookWorld Jacket,Clothing,372.55,2024,4,4
T00036,C0035,P013,1,114.2,114.2,Brianna Richardson,North America,2024-10-01,2024,10,1,BookWorld Smartwatch,Electronics,114.2,2024,1,17
T00097,C0045,P013,4,456.8,114.2,Michael Williams,Asia,2022-02-25,2022,2,25,BookWorld Smartwatch,Electronics,114.2,2024,6,8
T00144,C0084,P013,1,114.2,114.2,Belinda Garner,Asia,2024-09-17,2024,9,17,BookWorld Smartwatch,Electronics,114.2,2024,1,24
T00201,C0118,P013,1,114.2,114.2,Jacob Holt,South America,2022-01-22,2022,1,22,BookWorld Smartwatch,Electronics,114.2,2024,11,14
T00498,C0039,P013,1,114.2,114.2,Angela Harris,South America,2024-10-13,2024,10,13,BookWorld Smartwatch,Electronics,114.2,2024,10,27
T00544,C0075,P013,3,342.6,114.2,Misty Higgins,Europe,2023-05-01,2023,5,1,BookWorld Smartwatch,Electronics,114.2,2024,6,13
T00560,C0069,P013,3,342.6,114.2,Stacy Foster,Europe,2023-12-03,2023,12,3,BookWorld Smartwatch,Electronics,114.2,2024,5,9
T00697,C0084,P013,3,342.6,114.2,Belinda Garner,Asia,2024-09-17,2024,9,17,BookWorld Smartwatch,Electronics,114.2,2024,10,16
T00738,C0157,P013,3,342.6,114.2,Miguel Wong,North America,2024-01-30,2024,1,30,BookWorld Smartwatch,Electronics,114.2,2024,3,19
T00803,C0197,P013,4,456.8,114.2,Christina Harvey,Europe,2023-03-21,2023,3,21,BookWorld Smartwatch,Electronics,114.2,2024,1,13
T00919,C0091,P013,3,342.6,114.2,Lisa Kirk,South America,2023-03-16,2023,3,16,BookWorld Smartwatch,Electronics,114.2,2024,3,10
T00038,C0084,P058,2,315.24,157.62,Belinda Garner,Asia,2024-09-17,2024,9,17,ActiveWear Textbook,Books,157.62,2024,9,5
T00124,C0076,P058,3,472.86,157.62,Emily Roberts,South America,2024-02-11,2024,2,11,ActiveWear Textbook,Books,157.62,2024,2,7
T00227,C0049,P058,2,315.24,157.62,Jason Yates,North America,2024-09-18,2024,9,18,ActiveWear Textbook,Books,157.62,2024,4,25
T00365,C0102,P058,4,630.48,157.62,Michael Atkinson,South America,2022-09-16,2022,9,16,ActiveWear Textbook,Books,157.62,2024,4,9
T00404,C0022,P058,2,315.24,157.62,Teresa Esparza,Asia,2023-10-27,2023,10,27,ActiveWear Textbook,Books,157.62,2024,9,17
T00416,C0152,P058,1,157.62,157.62,Justin Evans,South America,2022-04-19,2022,4,19,ActiveWear Textbook,Books,157.62,2024,1,13
T00471,C0102,P058,4,630.48,157.62,Michael Atkinson,South America,2022-09-16,2022,9,16,ActiveWear Textbook,Books,157.62,2024,1,12
T00566,C0139,P058,2,315.24,157.62,Ricky Gutierrez,North America,2022-03-14,2022,3,14,ActiveWear Textbook,Books,157.62,2024,7,30
T00662,C0118,P058,1,157.62,157.62,Jacob Holt,South America,2022-01-22,2022,1,22,ActiveWear Textbook,Books,157.62,2024,11,8
T00667,C0047,P058,2,315.24,157.62,Samantha Frank,North America,2024-03-22,2024,3,22,ActiveWear Textbook,Books,157.62,2024,4,26
T00681,C0153,P058,4,630.48,157.62,Justin Smith,South America,2022-03-20,2022,3,20,ActiveWear Textbook,Books,157.62,2024,9,5
T00824,C0156,P058,1,157.62,157.62,William Adams,North America,2023-08-19,2023,8,19,ActiveWear Textbook,Books,157.62,2024,5,20
T00981,C0112,P058,4,630.48,157.62,Brian Adkins,South America,2022-07-07,2022,7,7,ActiveWear Textbook,Books,157.62,2024,7,10
T00039,C0056,P050,2,875.3,437.65,Erika Fernandez,Asia,2024-04-12,2024,4,12,ActiveWear Smartwatch,Electronics,437.65,2024,10,16
T00191,C0172,P050,1,437.65,437.65,Jamie Webb,Europe,2024-09-09,2024,9,9,ActiveWear Smartwatch,Electronics,437.65,2024,11,21
T00328,C0085,P050,3,1312.95,437.65,Richard Brown,South America,2024-09-22,2024,9,22,ActiveWear Smartwatch,Electronics,437.65,2024,9,4
T00345,C0140,P050,4,1750.6,437.65,Gregory Estrada,Asia,2023-07-01,2023,7,1,ActiveWear Smartwatch,Electronics,437.65,2024,8,7
T00362,C0096,P050,2,875.3,437.65,Benjamin Mcclure,South America,2022-11-18,2022,11,18,ActiveWear Smartwatch,Electronics,437.65,2024,1,31
T00542,C0098,P050,1,437.65,437.65,Laura Gilbert,North America,2024-10-21,2024,10,21,ActiveWear Smartwatch,Electronics,437.65,2024,4,17
T00718,C0007,P050,1,437.65,437.65,Paul Graves,Asia,2022-06-18,2022,6,18,ActiveWear Smartwatch,Electronics,437.65,2024,2,20
T00770,C0181,P050,2,875.3,437.65,Alexander Barker,South America,2023-11-16,2023,11,16,ActiveWear Smartwatch,Electronics,437.65,2024,9,16
T00859,C0162,P050,3,1312.95,437.65,Edwin Watson,Asia,2022-03-29,2022,3,29,ActiveWear Smartwatch,Electronics,437.65,2024,1,11
T00902,C0009,P050,1,437.65,437.65,Joy Clark,Europe,2023-08-14,2023,8,14,ActiveWear Smartwatch,Electronics,437.65,2024,10,12
T00904,C0155,P050,1,437.65,437.65,Michelle Brown,South America,2023-03-23,2023,3,23,ActiveWear Smartwatch,Electronics,437.65,2024,1,17
T00979,C0112,P050,3,1312.95,437.65,Brian Adkins,South America,2022-07-07,2022,7,7,ActiveWear Smartwatch,Electronics,437.65,2024,5,8
T00984,C0156,P050,4,1750.6,437.65,William Adams,North America,2023-08-19,2023,8,19,ActiveWear Smartwatch,Electronics,437.65,2024,5,4
T00040,C0177,P030,4,1111.44,277.86,Julia Kelly,Asia,2024-06-01,2024,6,1,ActiveWear Cookbook,Books,277.86,2024,6,27
T00268,C0170,P030,1,277.86,277.86,Logan Harris,Europe,2023-09-13,2023,9,13,ActiveWear Cookbook,Books,277.86,2024,5,20
T00303,C0085,P030,1,277.86,277.86,Richard Brown,South America,2024-09-22,2024,9,22,ActiveWear Cookbook,Books,277.86,2024,10,11
T00491,C0136,P030,4,1111.44,277.86,Kristen Holder,Asia,2024-03-14,2024,3,14,ActiveWear Cookbook,Books,277.86,2024,6,7
T00511,C0081,P030,3,833.58,277.86,Kimberly Turner,Europe,2024-02-24,2024,2,24,ActiveWear Cookbook,Books,277.86,2024,5,26
T00604,C0011,P030,1,277.86,277.86,Bryan Mathews,South America,2022-12-12,2022,12,12,ActiveWear Cookbook,Books,277.86,2024,8,10
T00647,C0018,P030,4,1111.44,277.86,Tyler Haynes,North America,2024-09-21,2024,9,21,ActiveWear Cookbook,Books,277.86,2024,8,3
T00810,C0046,P030,1,277.86,277.86,Beth Cardenas,North America,2024-10-23,2024,10,23,ActiveWear Cookbook,Books,277.86,2024,1,6
T00938,C0087,P030,3,833.58,277.86,Travis Campbell,South America,2024-04-11,2024,4,11,ActiveWear Cookbook,Books,277.86,2024,2,21
T00042,C0189,P025,2,569.24,284.62,Sherri Dixon,North America,2024-01-22,2024,1,22,ActiveWear Cookware Set,Home Decor,284.62,2024,12,21
T00074,C0041,P025,3,853.86,284.62,Lindsey Deleon,Europe,2023-12-27,2023,12,27,ActiveWear Cookware Set,Home Decor,284.62,2024,3,10
T00304,C0174,P025,1,284.62,284.62,Tracy Steele,South America,2022-11-03,2022,11,3,ActiveWear Cookware Set,Home Decor,284.62,2024,12,12
T00331,C0005,P025,3,853.86,284.62,Laura Weber,Asia,2022-08-15,2022,8,15,ActiveWear Cookware Set,Home Decor,284.62,2024,5,5
T00456,C0004,P025,2,569.24,284.62,Kathleen Rodriguez,South America,2022-10-09,2022,10,9,ActiveWear Cookware Set,Home Decor,284.62,2024,12,12
